client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26651900.mp3	خاکم بدہن، میں اس بر بادی کے آثار دیکھ رہا ہوں۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26651911.mp3	لوگوں کو بات کر نے دیں اگر اس میں وزن نہیں ہو گا۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26651912.mp3	کسان اور حکومت کے درمیان واحد چیز کارڈ ہوگی	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26651913.mp3	جبوتی	2	1	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26651915.mp3	لوگوں کو خوش کرتا ہوں	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26651921.mp3	لسی کی بوتلیں دی ۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26651922.mp3	امریکی صدربننے کےبعد میرے والد کوکاروبار میں کروڑوں ڈالر کا نقصان ہوا ٹرمپ جونیئر	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26651925.mp3	ہمت تو دور کی بات ہے۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26651934.mp3	یوں لگتا تھا کہ جیسے کوئی بیش قیمت خزانہ ہاتھ لگا گیا	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26651942.mp3	یہاں عجیب مخمصہ ہے۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26651943.mp3	یہ نہیں کہا جائے گا فلاں آدمی مشرک ہے	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26651944.mp3	بنگلہ دیش	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26651945.mp3	پی ائی اے کی نجکاری قوانین کے مطابق کی جائے گی دانیال عزیز	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26651951.mp3	اب حالات اور ہیں۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26651952.mp3	ہنگری میں ایئر ریس کا انعقادپائلٹس کے سٹنٹس نے سب کو چونکا دیا	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26651954.mp3	تین بار وزیر اعظم رہے۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26651955.mp3	ان کے لیے ہمدردی رکھتا ہوں جو مچھ سے زیادہ برے حال میں ہیں	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26651973.mp3	بعض کے کالم کبھی کبھارکسی اخبار میں چھپ جاتے ہیں۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26651977.mp3	ہنڈا نے اپنی نئی سوک رش پاکستان میں متعارف کرا دی ہے	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26651983.mp3	اٹھانے کے لئے ہاتھ بڑھایا۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26651985.mp3	اب یہ مانے گا۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26651986.mp3	آسٹریائی جرمن	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26651999.mp3	عروہ نے رنگریزا میں ثناء جاوید کی جگہ لے لی	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652000.mp3	اور گرین ہاؤس ایفیکٹ کو سبز مکانی اثر لکھا کرتے تھے	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652001.mp3	ٹرمپ امریکا کیلئے باعث شرمندگی	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652003.mp3	مسلم یہودی اور مسیحی دوسری تحریک وہ تھی جس کی	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652004.mp3	وہ اب موجود نہ تھا۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652005.mp3	چیزوں کا بنا سوچے سمجھے کرتا ہوں	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652018.mp3	وہ میڈیاسیل والے؟	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652020.mp3	خاص طرح کا ہوتا ہے	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652021.mp3	کا عمل جو فضا میں کاربن ڈائی آکسائیڈ گیس کے اضافے	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652022.mp3	کیا یہ نا شکر نہیں ہے	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652030.mp3	آج صبح میں دیر سے بیدار ہوا	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652031.mp3	تو ان کے استعمال سے بھی کاربن ڈائی آکسائیڈ	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652043.mp3	ان کو نوٹ بک بھی کہا جاتا ہے ۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652046.mp3	ایم این ایس زرعی	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652047.mp3	دنیا کے فیصلے دیگر قومیں کررہی ہیں۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652061.mp3	فیس بک سماجی مدد	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652077.mp3	تو چھوٹی عصبیتیں باہم دست وگریباں ہونے لگتی ہیں۔	2	1	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652079.mp3	بنگلہ دیش کا معیاری وقت	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652105.mp3	جب آسمان سے بارش کی طرح بارود اور آگ‘ برستے ہیں۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652109.mp3	مائیکروسافٹ ، ونڈوز ایکس پی کے لئے اپنی سپورٹ اپریل میں ختم کررہا ہے	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652111.mp3	اللہ بہتر جانے۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652121.mp3	اس جنگ میں جھونک دیا۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652132.mp3	رسوائی کی‘‘۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652133.mp3	زمین کا بتدریج بڑھتا ہوا درجۂ حرارت ہے	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652134.mp3	اس کی کہانی کسی قدر ایک ذاتی زوال میں سے ہے	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652136.mp3	اس کا مطلب ہے کہ سیاسی حل کا امکان ختم ہو گیا ہے۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652162.mp3	اُمّید ہے کہ ٹام میری مدد کریں گے۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652170.mp3	پہلے ٹیسٹ میں زمبابوے ٹیم اپنی ناتجربہ کاری کے باعث شکست کھاگئی ۔	2	1	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652171.mp3	یہی اس الیکشن موسم میں ہو رہا ہے۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652182.mp3	بابُر نے مغلیہ سلطنت کی تشکیل کی۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652183.mp3	لوٹے ان کے کسی کام نہ آ سکتے تھے۔	2	1	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652193.mp3	نیب کے سربراہ قمر زمان چوہدری تھے۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652217.mp3	سڈنی ویں کامن ویلتھ گیمز کا اغاز ہو گیا	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652219.mp3	ہیمبرگ ماسٹر ٹینس البرٹ راموس اور فلورین میئر دوسرے رانڈ میں	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652227.mp3	کہ وہ آٹھ گھنٹے کے کھیل میں	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652230.mp3	تو چہل پہل ہو۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652234.mp3	ایسی فکر انگیز تقریر میں نے زندگی میں پہلی بار سنی ہے۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652433.mp3	پاکستان دو لخت کیا ہو اسے یوم دفاع منانے کا کوئی حق نہیں ہے	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652436.mp3	لہٰذا وہ مجھے خیر ہی کی باتیں کہتا ہے	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652437.mp3	بس اللہ آپ کو خوش رکھے اور صحت دے۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652460.mp3	ریاست قانون پر کھڑی ہوتی اور قوت نافذہ رکھتی ہے۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652461.mp3	کہ آئی پی ایل نے	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652462.mp3	محمد علی باکسنگ کے چیمپئن تھے۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652488.mp3	سحری سے پہلے قرآن مجید کھولا سورہ بقرہ سامنے تھی۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652490.mp3	بت پرستی کا مطلب یہ ہے	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652491.mp3	میں جوہر انسانیت تلاش کرنا مشکل ہے۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652492.mp3	دل کو دل سے راہ ہوتی ہے	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652499.mp3	ترغیب کے اثرات سے بیماریوں سے بھی چھٹکارا حاصل کیا جاسکتا ہے جیسے کینسر	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652500.mp3	اس جدید دور میں صنعتکار مختلف طرح کے روبوٹس تیار کر رہے ہیں	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652502.mp3	درجِ بالا آیات کے مطالعے سے واضح ہو جاتا ہے	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652515.mp3	تحریر قابل رحم تھی اور مکالمہ ناقابل یقین تھا	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652517.mp3	ان کا یہ رونا ہی رہا۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652522.mp3	اللہ تعالی کے ہونے کی واضح دلیل ہیں	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652523.mp3	وزیر اعظم مراعاتی پیکج برائے برامد کنندگان میں کلیمز جمع کرانے کی تاریخ میں توسیع	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652526.mp3	مگر حیف ہے اے انسان تیری خود مختاری	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652534.mp3	بس دو تین چیزیں دہرائے جا رہے ہیں۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652563.mp3	کولاراڈو دنیا کا سب سے چھوٹا ٹرانسفارمر ايجاد کرلیا گیا ہے جس کے اونچائی صرف ملی ميٹر ہے	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652586.mp3	ایک پرچی نے مجھے دونوں	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652587.mp3	جو فتنہ اورفسادوالوں نے کرنا تھا۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652588.mp3	اکثر لوگ ریٹائر ہونے کے بعد جزوقتی ملازمت کرتے ہیں یا اپنا وقت ضائع کرتے ہیں	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652598.mp3	کچھ وقت گزرے گا، جذبات ٹھنڈے ہوں۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652599.mp3	خود غرض خود لئے جیتے ہیں۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652600.mp3	گاؤں کا نام کلاں تھا ۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652601.mp3	لیکن اللہ نے میری مدد کی	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652603.mp3	یہ مشکل کام وہ کیسے سرانجام دیں گے؟	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652606.mp3	ہر شخص اور کوئی نہیں	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652628.mp3	نوازشریف اب ایک نئے تعارف کے ساتھ سامنے آرہے ہیں۔	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652645.mp3	تمل	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652655.mp3	کتب خانہ کہاں ہے؟	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652664.mp3	ایف بی اور ترک ٹیکس اتھارٹیز کے درمیان ایم او یو طے پاگیا	2	0	twenties	male		ur	
6cf52fee343629ae9a854bce2bc137221c710d167119554ff1f30afecaace31274cbd3293f2f383647c55e51ce7711b9e8842b8283189ddec40394d1414d5dcd	common_voice_ur_26652666.mp3	ان کا نام تو نہ لینا ہی بہتر ہے۔	2	0	twenties	male		ur	
